chembl_id,smiles,pIC50,n
CHEMBL525084,CC(C)=CC[C@@]12Oc3cc(O)c([C@H]4C=C(C)C[C@H](c5ccc(O)cc5O)[C@H]4C(=O)c4ccc(O)cc4O)c(O)c3C(=O)[C@]1(O)Oc1cc(O)ccc12,5.17,1
CHEMBL5269476,CC(C)=CCC12Oc3cc(O)c(C4C=C(C)CC(c5ccc(O)cc5O)C4C(=O)c4ccc(O)cc4O)c(O)c3C(=O)C1(O)Oc1cc(O)ccc12,4.86,1
CHEMBL5281602,CC(C)=CCCC1=C[C@H](c2c(O)cc3c(c2O)C(=O)C[C@@H](c2ccc(O)cc2O)O3)[C@@H](C(=O)c2ccc(O)cc2O)[C@H](c2ccc(O)cc2O)C1,5.32,1
CHEMBL377937,CC1=C[C@H](c2c(O)ccc([C@@H]3CC(=O)c4c(O)cc(O)cc4O3)c2O)[C@@H](C(=O)c2ccc(O)cc2O)[C@H](c2ccc(O)cc2O)C1,5.28,1
CHEMBL1770312,CC(C)=CCc1c(-c2ccc(O)c3c2OC(C)(C)C=C3)oc2cc(O)cc(O)c2c1=O,4.45,1
CHEMBL464006,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3,4.47,1
CHEMBL403516,CC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,5.42,3
CHEMBL5280654,CCC(CC)OC(=O)[C@H](C)N[P@@](=O)(CC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,4.94,1
CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,6.55,1
CHEMBL76,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,5.14,1
CHEMBL5275426,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)CCc1cccc(F)c1,8.12,1
CHEMBL5275166,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)COc1ccc(Cl)cc1,8.045,2
CHEMBL5277900,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)CCc1ccc(F)c(F)c1,7.76,1
CHEMBL5288153,Cc1cc(Cl)ccc1OCC(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.71,1
CHEMBL5267952,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)COc1ccc(Cl)c(Cl)c1,7.52,3
CHEMBL5290856,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)COc1ccc(Cl)cc1F,7.46,1
CHEMBL5278216,COc1ccc(OCC(=O)N2C[C@@H]3CCC[C@@H]3[C@H]2C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)cc1,7.44,1
CHEMBL5274687,COc1ccc(OC(C)C(=O)N2C[C@@H]3CCC[C@@H]3[C@H]2C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)cc1,7.16,1
CHEMBL5282049,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)COc1ccc2c(c1)OCCO2,7.03,1
CHEMBL5278207,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)c1cc2ccccc2[nH]1,6.82,1
CHEMBL5281031,COc1ccc(/C=C/C(=O)N2C[C@@H]3CCC[C@@H]3[C@H]2C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)c(OC)c1,6.71,1
CHEMBL5290455,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)c1cc2ccccn2n1,6.53,1
CHEMBL5284630,CN(C)c1ccc(/C=C/C(=O)N2C[C@@H]3CCC[C@@H]3[C@H]2C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)cc1,6.43,1
CHEMBL5274857,CN(C)c1ccc(CCC(=O)N2C[C@@H]3CCC[C@@H]3[C@H]2C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)cc1,6.42,1
CHEMBL5286696,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)/C=C/c1ccccc1,6.28,1
CHEMBL5273500,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)c1cccnc1,6.13,1
CHEMBL5287318,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(Cl)c(Cl)c3)C[C@@H]21,7.91,1
CHEMBL5288416,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(Cl)cc3Cl)C[C@@H]21,7.89,3
CHEMBL5269547,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(F)c(F)c3)C[C@@H]21,7.88,1
CHEMBL5282244,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(Br)cc3Cl)C[C@@H]21,7.88,1
CHEMBL5269544,COc1ccc(OCC(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)C3(C)C)cc1OC,7.84,1
CHEMBL5275295,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)CCc3cccc(F)c3)C[C@@H]21,7.78,1
CHEMBL5270522,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3cc(F)cc(F)c3)C[C@@H]21,7.73,1
CHEMBL5276490,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(Cl)cc3)C[C@@H]21,7.885,2
CHEMBL5286331,COc1ccc(OCC(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)C3(C)C)cc1F,7.43,1
CHEMBL5286326,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3cccc(C(F)(F)F)c3)C[C@@H]21,7.36,1
CHEMBL5287690,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(Br)c(Cl)c3)C[C@@H]21,7.29,1
CHEMBL5287688,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc4ccccc4c3)C[C@@H]21,7.28,1
CHEMBL5284199,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)c3ccc4ccccc4c3)C[C@@H]21,6.34,1
CHEMBL5277063,CCCCC1CCC(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)O)CC1,6.7,1
CHEMBL5288267,CCCC1CCC(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)O)CC1,6.64,1
CHEMBL5271624,CC(C)C[C@H](NC(=O)OC1CCC(F)(F)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,6.39,1
CHEMBL5095608,CC(C)C[C@H](NC(=O)OCC1CCC(F)(F)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,6.35,1
CHEMBL5289335,CC(C)C[C@H](NC(=O)OC1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,6.19,1
CHEMBL3655715,O=C(O)c1ccc(-n2[se]c3ccccc3c2=O)cc1,6.89,1
CHEMBL5283181,O=c1c2ccccc2[se]n1-c1cccc([N+](=O)[O-])c1,6.82,1
CHEMBL4779667,O=c1c2ccccc2[se]n1CCN1CCOCC1,6.62,1
CHEMBL5270064,CC(C)(C)OC(=O)NCn1[se]c2ccccc2c1=O,6.48,1
CHEMBL4552531,O=C(O)CCn1[se]c2ccccc2c1=O,6.46,1
CHEMBL4068618,O=C(O)Cn1[se]c2ccccc2c1=O,6.39,1
CHEMBL4783878,O=c1c2ccccc2[se]n1CCO,6.19,1
CHEMBL4079667,Nc1ccccc1-n1sc2ccccc2c1=O,6.89,1
CHEMBL1435753,CCCNC(=O)c1ccc(-n2sc3ccccc3c2=O)cc1,6.64,1
CHEMBL1336959,Cc1ccc(-n2sc3ccccc3c2=O)cc1,6.48,1
CHEMBL4060715,COC(=O)c1ccc(-n2sc3ccccc3c2=O)cc1,6.44,1
CHEMBL1394251,O=C(NCc1ccco1)c1ccc(-n2sc3ccccc3c2=O)cc1,6.42,1
CHEMBL98386,O=c1c2ccccc2sn1-c1ccc(Cl)cc1,6.41,1
CHEMBL45016,O=c1c2ccccc2sn1CCO,6.39,1
CHEMBL5277713,O=c1c2ccccc2sn1CCCCc1ccccc1,6.39,1
CHEMBL3219171,CC(C)Cn1sc2ccccc2c1=O,6.32,1
CHEMBL2391913,C=CCn1sc2ccccc2c1=O,6.2,1
CHEMBL297304,O=c1[nH]sc2ccccc12,6.18,1
CHEMBL5280783,CCCn1sc2ccccc2c1=O,6.14,1
CHEMBL1710047,Cn1sc2ccccc2c1=O,6.11,1
CHEMBL5274064,CCCCNC(=O)c1ccc(-n2sc3ccccc3c2=O)cc1,6.04,1
CHEMBL1096283,Cn1nc(-c2ccc(C(F)(F)F)cc2)nc2c(=O)n(C)c(=O)nc1-2,6.58,3
CHEMBL212218,Cc1cc(S(=O)(=O)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(Cl)cc1Cl,6.52,1
CHEMBL5290841,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)Cn1[nH]c(=O)c2c([N+](=O)[O-])cccc2c1=O)[C@@H](C)OCc1ccccc1)C(C)C,6.22,1
CHEMBL5281857,CC(C)C[C@@H](C=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1,3.372,1
CHEMBL5286815,CC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)Cc1c[nH]cn1,5.6,1
CHEMBL5270591,CC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](C=O)Cc1c[nH]cn1,3.672,1
CHEMBL5279125,O=C[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1Cc2ccccc2CN1,4.42,1
CHEMBL5287116,CC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](C=O)Cc1ccc(O)cc1,3.372,1
CHEMBL5291407,CC(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C=O)Cc1c[nH]cn1,3.704,1
CHEMBL5276189,CC(C)(C)O[C@H]1CN[C@H](C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@H](C=O)Cc2c[nH]cn2)C1,3.77,1
CHEMBL5291013,CC(C)(C)OC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)Cc1c[nH]cn1,5.19,1
CHEMBL5287352,CCCCCCCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)Cc1c[nH]cn1,5.62,1
CHEMBL2315036,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],7.61,10
CHEMBL5278228,CNC(=O)c1cc(Br)cc([N+](=O)[O-])c1N[C@@H]1CCCC[C@@H]1NC(=O)c1cccc2ccccc12,7.14,1
CHEMBL5283942,C[C@H](NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,9.7,1
CHEMBL5274314,O=C(/C=C/c1ccccc1)NCc1nc(-c2ccc(C(F)(F)F)cc2)no1,4.33,2
CHEMBL5284419,C/C=C/C(=O)NCc1nc(-c2ccc(C(F)(F)F)cc2)no1,3.602,1
CHEMBL5288475,O=C(/C=C/c1ccccn1)NCc1nc(-c2ccc(C(F)(F)F)cc2)no1,3.99,1
CHEMBL5276871,O=C(/C=C/c1ccco1)NCc1nc(-c2ccc(C(F)(F)F)cc2)no1,4.22,1
CHEMBL5285814,O=C(/C=C/c1cccs1)NCc1nc(-c2ccc(C(F)(F)F)cc2)no1,4.26,1
CHEMBL5269736,O=C(NCc1nc(-c2ccc(C(F)(F)F)cc2)no1)c1ccccc1,4.21,1
CHEMBL5266928,O=C(CCc1ccccc1)NCc1nc(-c2ccc(C(F)(F)F)cc2)no1,4.04,1
CHEMBL5283003,O=C(C#Cc1ccccc1)NCc1nc(-c2ccc(C(F)(F)F)cc2)no1,4.33,1
CHEMBL5282313,CC1=C(c2ccccc2)C1C(=O)NCc1nc(-c2ccc(C(F)(F)F)cc2)no1,5.17,1
CHEMBL5270638,CC1=C(c2ccccc2)C1C(=O)NCc1nc(-c2cccc(C(F)(F)F)c2)no1,4.85,1
CHEMBL5284820,CC1=C(c2ccccc2)C1C(=O)NCc1nc(-c2ccccc2C(F)(F)F)no1,4.17,1
CHEMBL5277777,CC1=C(c2ccccc2)C1C(=O)NCc1nc(-c2ccccc2)no1,4.1,1
CHEMBL5275803,CC1=C(c2ccccc2)C1C(=O)NCc1nc(-c2cccc(C)c2)no1,4.45,1
CHEMBL5272656,COc1cccc(-c2noc(CNC(=O)C3C(C)=C3c3ccccc3)n2)c1,4.41,1
CHEMBL5290811,CC1=C(c2ccccc2)C1C(=O)NCc1nc(-c2cccc(F)c2)no1,4.17,1
CHEMBL5270863,CC1=C(c2ccccc2)C1C(=O)NCc1nc(-c2cccc(Cl)c2)no1,4.67,1
CHEMBL5288572,CC1=C(c2ccccc2)C1C(=O)NCc1nc(-c2cccc([N+](=O)[O-])c2)no1,4.71,1
CHEMBL5276507,CC1=C(c2ccccc2)C1C(=O)NCc1nc(-c2cccc(OC(F)(F)F)c2)no1,4.71,1
CHEMBL5280670,CC1=C(c2ccccc2)C1C(=O)NC(C)c1nc(-c2ccc(C(F)(F)F)cc2)no1,4.01,1
CHEMBL5288939,CC1=C(c2ccccc2)C1C(=O)NC(CC1CC1)c1nc(-c2ccc(C(F)(F)F)cc2)no1,4.12,1
CHEMBL5274679,CC1=C(c2ccccc2)C1C(=O)NC(CC1CCCCC1)c1nc(-c2ccc(C(F)(F)F)cc2)no1,4.71,1
CHEMBL5290148,CC1=C(c2ccccc2)C1C(=O)NC(Cc1ccccc1)c1nc(-c2ccc(C(F)(F)F)cc2)no1,5.28,1
CHEMBL5286093,CC1=C(c2ccccc2)C1C(=O)NC(Cc1ccc2ccccc2c1)c1nc(-c2ccc(C(F)(F)F)cc2)no1,5.19,1
CHEMBL5290924,CC1=C(c2ccccc2)C1C(=O)NC(Cc1cc2ccccc2[nH]1)c1nc(-c2ccc(C(F)(F)F)cc2)no1,4.83,1
CHEMBL5274265,CC1=C(c2ccccc2)C1C(=O)NC(Cc1ccccc1F)c1nc(-c2ccc(C(F)(F)F)cc2)no1,5.13,1
CHEMBL5269801,CC1=C(c2ccccc2)C1C(=O)NC(Cc1cccc(F)c1)c1nc(-c2ccc(C(F)(F)F)cc2)no1,4.85,1
CHEMBL5279877,CC1=C(c2ccccc2)C1C(=O)NC(Cc1ccc(F)cc1)c1nc(-c2ccc(C(F)(F)F)cc2)no1,4.78,1
CHEMBL5268058,COc1cc(CN2C[C@H]3O[C@]4(C2)CN(S(=O)(=O)c2ccc(C)cc2)[C@]2(C(C)C)CC[C@H](OCCCN(C)C)[C@H]3[C@H]42)cc(OC)c1,4.0,1
CHEMBL418052,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,5.73,2
CHEMBL376902,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C\c1ccc(-c2ccc(Br)cc2C(=O)O)o1,5.04,1
CHEMBL5282983,Clc1ccc(-c2c(-n3ccnc3)c(-c3ccc(Br)cc3)nn2-c2ccc(Cl)c(Cl)c2)cc1,5.6,1
CHEMBL495231,Cc1cc2cc(CN(CCc3ccccc3C)C(=O)NCc3ccccc3)c(=O)[nH]c2cc1C,4.76,1
CHEMBL523052,O=C(CSc1nc(C2CCCCC2)nc2ccccc12)NCc1ccco1,4.74,1
CHEMBL5285762,COC(=O)c1cc2c(O)cc(C(F)(F)F)cc2o1,5.37,1
CHEMBL1339340,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O,5.37,1
CHEMBL5280472,CC1=C(C(=O)OCCc2ccccc2)C(c2ccccc2[N+](=O)[O-])C2C(=O)CCCC2N1,5.6,1
CHEMBL1405735,CCC(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2cccnc2)cc1,5.66,1
CHEMBL2311695,CC(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1,4.55,1
CHEMBL222769,O=C(Oc1cncc(Cl)c1)c1ccc(-c2ccc(Cl)cc2)o1,7.2,1
CHEMBL225515,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2[nH]1,7.19,1
CHEMBL222234,O=C(Oc1cncc(Br)c1)c1ccco1,7.3,1
CHEMBL222840,O=C(Oc1cncc(Cl)c1)c1ccco1,7.22,1
CHEMBL221518,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)Cn1[nH]c(=O)c2ccccc2c1=O)C(C)OCc1ccccc1)C(C)C,5.57,1
CHEMBL385315,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)Cn1[nH]c(=O)c2c([N+](=O)[O-])cccc2c1=O)C(C)O)C(C)C,4.28,1
CHEMBL446118,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)Cn1[nH]c(=O)c2c([N+](=O)[O-])cccc2c1=O)C(C)OCc1ccccc1)C(C)C,4.16,1
CHEMBL223094,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)Cn1[nH]c(=O)c2ccccc2c1=O)C(C)O)C(C)C,4.55,1
CHEMBL374164,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)Cn1[nH]c(=O)c2ccccc2c1=O)C(C)OCc1ccccc1)C(C)C,4.19,1
CHEMBL372816,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)Cn1[nH]c(=O)c2c([N+](=O)[O-])cccc2c1=O)C(C)O)C(C)C,5.47,1
CHEMBL373658,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)Cn1[nH]c(=O)c2c([N+](=O)[O-])cccc2c1=O)C(C)OCc1ccccc1)C(C)C,6.22,1
CHEMBL221519,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)Cn1[nH]c(=O)c2ccccc2c1=O)C(C)O)C(C)C,5.54,1
CHEMBL5269595,O=C(c1ccc(-c2ccc(Cl)cc2)o1)C(F)(F)c1cncc(Br)c1,4.24,1
CHEMBL510559,O=C(Oc1cncc(Cl)c1)c1ccc2[nH]ccc2c1,6.7,1
CHEMBL5278309,O=C(c1ccc(-c2ccc(Cl)cc2)o1)C(F)c1cncc(Br)c1,4.55,1
CHEMBL5274912,O=C(Cc1cncc(Br)c1)c1cnc(-c2ccc(Cl)cc2)o1,4.12,1
CHEMBL1082333,N#Cc1c(-c2ccc(Cl)cc2)nc(SCc2ccc([N+](=O)[O-])cc2)[nH]c1=O,5.21,1
CHEMBL4289483,O=C(Cc1cncc(Br)c1)c1ccc(-c2ccc(Cl)cc2)o1,4.89,1
CHEMBL5288969,CC(C)C(=O)Nc1ccc(N(C(=O)Cn2nnc3ccccc32)C(C(=O)NC(C)(C)C)c2ccn(C)c2)cc1,5.39,1
CHEMBL5272843,CC(=O)NC(C)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)[C@@H](CO)C(=O)N[C@H](C=O)CCC(N)=O)[C@@H](C)O,5.12,1
CHEMBL5280630,CC(=O)NC(CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCC(N)=O)[C@@H](C)O,5.12,1
CHEMBL5279101,O=c1c(OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4.37,1
CHEMBL5279748,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.43,1
CHEMBL5283975,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1[C@@H]2CC[C@@H](C2)[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.26,1
CHEMBL5266964,CC(C)(C)[C@H](NS(=O)(=O)C1CC1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,7.64,1
CHEMBL5286307,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1[C@@H]2CCC[C@@H]2C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.74,1
CHEMBL5282079,CC(C)(C)[C@H](NS(=O)(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,7.65,1
CHEMBL5275584,Cn1cnc2c1c(=O)n(CC(=O)Nc1ccc(S(=O)(=O)Nc3ncccn3)cc1)c(=O)n2C,5.29,2
CHEMBL5281103,Cn1c(=O)c2c(nc3n(CC#Cc4ccc(Cl)c(Cl)c4)ccn23)n(C)c1=O,5.33,1
CHEMBL5268256,O=c1[nH]cc(-c2cc(-c3cccc(Cl)c3)c(=O)n(-c3cccnc3)c2)c(=O)[nH]1,5.2,2
CHEMBL5434703,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(OC(F)(F)F)cc3)C[C@@H]21,6.8,1
CHEMBL5401883,C#C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C(C)(C)C)C2(C)C,6.665,4
CHEMBL5435659,C#C[C@H](CCSC)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C(C)(C)C)C2(C)C,4.92,1
CHEMBL5397356,CSCC[C@@H](C#N)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C(C)(C)C)C2(C)C,6.05,1
CHEMBL5396631,C#C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)COc1ccc(OC(F)(F)F)cc1)C2(C)C,5.55,1
CHEMBL5435034,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(C(F)(F)F)cc3)C[C@@H]21,6.8,1
CHEMBL5409319,C#C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)COc1ccc(C(F)(F)F)cc1)C2(C)C,5.52,1
CHEMBL5406957,C#C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,5.33,1
CHEMBL5403352,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#Cc1ccccc1)C[C@@H]1CCNC1=O)C2(C)C,4.96,1
CHEMBL5410610,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#Cc1ccc([N+](=O)[O-])cc1)C[C@@H]1CCNC1=O)C2(C)C,5.15,1
CHEMBL5395936,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#CC(F)(F)F)C[C@@H]1CCNC1=O)C2(C)C,6.64,3
CHEMBL5076204,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccccc2[nH]1,7.52,3
CHEMBL5400701,N#C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)c1cnoc1)C1CCCCC1,6.87,1
CHEMBL5400782,N#C[C@H](Cc1n[nH]c2ccccc12)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C1CCCCC1,6.0,1
CHEMBL5411271,CC(=O)N[C@H](C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C1CCCCC1,6.26,1
CHEMBL5402227,N#C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)C(F)(F)F)c1ccc(F)cc1,6.78,1
CHEMBL5439916,N#C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C1CCCCC1,7.33,1
CHEMBL5430131,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1[C@@H]2CCCC[C@@H]2C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.0,1
CHEMBL5403340,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@@H]2C[C@@H]2[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.45,1
CHEMBL5419985,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.37,1
CHEMBL5403964,CC(C)(C)NC(=O)C(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C1CCCCC1,7.47,1
