chembl_id,smiles,pIC50,n
CHEMBL6151475,CC[C@H](C)[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC1=O,5.85,1
CHEMBL6159892,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2cccc(F)c2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,6.6,1
CHEMBL6160622,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(F)c(F)c2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2cccc(F)c2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,6.5,1
CHEMBL6141704,CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@@H]2CSCc3cccc(c3)CSC[C@H](NC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N2,6.36,1
CHEMBL6091834,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,6.82,1
CHEMBL6150906,CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@@H]2CSc3c(F)c(F)c(c(F)c3F)SC[C@H](NC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N2,4.78,1
CHEMBL6141894,CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)C2CSc3c(F)c(F)c(c(F)c3F)-c3c(F)c(F)c(c(F)c3F)SC[C@H](NC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N2,5.35,1
CHEMBL6149207,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,5.0,1
CHEMBL6103523,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,5.78,1
CHEMBL6146599,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,5.0,1
CHEMBL6142315,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,5.0,1
CHEMBL6149649,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,6.29,1
CHEMBL6149659,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,6.7,1
CHEMBL6134130,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,6.66,1
CHEMBL6149893,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,6.41,1
CHEMBL6120795,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,5.24,1
CHEMBL6151899,CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC1=O,6.43,1
CHEMBL6142616,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC1=O,6.21,1
CHEMBL6144059,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C1=O,5.71,1
CHEMBL4071326,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3C[C@H](O)C[C@@H]3C(=O)O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,7.96,1
CHEMBL3233843,COc1ccc2nccc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)c2c1,8.05,1
CHEMBL6141747,C[C@@H](C(=O)N[C@H](C(=O)N1C[C@H](OC(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C(C)(C)C)N(C)C(=O)CCCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,6.74,1
CHEMBL472915,COc1ccc(/C=C/C(=O)N2C[C@@H](NC(=O)c3cccnc3)C[C@H]2C(=O)NO)cc1OC,8.05,1
CHEMBL6133134,Nc1ncnc2c1c(C#Cc1cnc3ccccc3c1)cn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,8.52,1
CHEMBL4588797,N#Cc1cn([C@@H]2O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]2O)c2ncnc(N)c12,7.16,1
CHEMBL5567336,NC[C@@H](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,5.96,1
CHEMBL5612706,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCNC(=O)NCCc2ccccc2)[C@@H](O)[C@H]1O,5.96,1
CHEMBL4793508,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CN(CCO[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(N)ncnc32)S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)[C@@H](O)[C@H]1O,6.22,1
CHEMBL4874278,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCc2cccc(C(=O)O)c2)[C@@H](O)[C@H]1O,5.1,1
CHEMBL6152805,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCc2cc(C(=O)O)cc(-c3ccccc3)c2)[C@@H](O)[C@H]1O,6.24,1
CHEMBL5094158,CC1=C(C)C(=O)C(C(C)(C)CC(=O)N(CCCCSC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)Cc2cccc(-c3ccc(Cl)cc3)c2)=C(C)C1=O,5.96,1
CHEMBL6145046,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(Cl)c(C#N)c1,5.19,1
CHEMBL275938,O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O,5.75,1
CHEMBL294018,O=C1C=C2C(=CCOC2O)O1,5.82,1
CHEMBL1382760,CC(=O)c1cc(O)c2ccccc2c1O,5.66,1
CHEMBL6141942,O=c1nc2n(CCO)c3ccccc3nc-2c(=O)n1-c1ccccc1,6.44,1
CHEMBL1401,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,5.01,1
CHEMBL1215331,N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl,5.96,1
CHEMBL1308276,Oc1nc(/C=C/c2ccc(Cl)cc2Cl)cc(C(F)(F)F)n1,5.05,1
CHEMBL6166397,O=c1nc(/C=C/c2cccc(-c3ccc(O)c(O)c3)c2)cc(C(F)(F)F)[nH]1,5.4,1
CHEMBL6169342,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N1C[C@]3(CC1C#N)C(=O)Nc1ccccc13)C2(C)C,6.61,1
CHEMBL6143898,CC1(C)[C@@H]2[C@@H](C(=O)N3C[C@]4(CC3C#N)C(=O)Nc3ccccc34)N(C(=O)[C@@H](NC(=O)C(F)(F)F)C3CC3)C[C@@H]21,6.05,1
CHEMBL6148266,CC(C)(C)OC(=O)N[C@H](C(=O)N[C@@H](CSCc1ccccc1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)C1CC1,7.33,1
CHEMBL6165794,CN(C(=O)[C@@H](NC(=O)OC(C)(C)C)C1CC1)[C@@H](CSCc1ccccc1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.42,1
CHEMBL6147127,CN(C(=O)[C@@H](NC(=O)OC(C)(C)C)C1CC1)[C@H](CSCc1ccccc1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,6.17,1
CHEMBL6161502,N#C[C@@H]1C[C@@]2(CN1C(=O)[C@H](CSCc1ccccc1)NC(=O)[C@@H](NC(=O)C(F)(F)F)C1CC1)C(=O)Nc1ccccc12,6.53,1
CHEMBL6143744,N#C[C@@H]1C[C@@]2(CN1C(=O)[C@@H](CSCc1ccc(F)cc1)NC(=O)[C@@H](NC(=O)C(F)(F)F)C1CC1)C(=O)Nc1ccccc12,7.6,1
CHEMBL6151105,CC(C)(F)C(=O)N[C@H](C(=O)N[C@@H](CSCc1ccccc1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)C1CC1,7.01,1
CHEMBL6152986,CC(C)(F)C(=O)N[C@H](C(=O)N[C@@H](COCc1ccccc1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)C1CC1,7.1,1
CHEMBL6102122,N#C[C@@H]1C[C@@]2(CN1C(=O)[C@H](CS(=O)(=O)Cc1ccccc1)NC(=O)[C@@H](NC(=O)C(F)(F)F)C1CC1)C(=O)Nc1ccccc12,5.89,1
CHEMBL6133394,CN(C(=O)[C@@H](NC(=O)C(F)(F)F)C1CC1)[C@@H](CSCc1ccccc1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.4,1
CHEMBL6146262,CN(C(=O)[C@@H](NC(=O)C(F)(F)F)C1CC1)[C@@H](Cc1ccc(F)cc1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.68,1
CHEMBL6141725,CN(C(=O)[C@@H](NC(=O)C(C)(C)F)C1CC1)[C@@H](CSCc1ccccc1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.37,1
CHEMBL6150203,CN(C(=O)[C@@H](NC(=O)C(C)(C)F)C1CC1)[C@@H](COCc1ccccc1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.28,1
CHEMBL6160189,CN(C(=O)[C@@H](NC(=O)C(F)(F)F)C1CC1)[C@@H](CS(=O)(=O)Cc1ccccc1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.03,1
CHEMBL6164445,CC(=O)/C(C)=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C(C)(C)C)C2(C)C,7.29,1
CHEMBL6102983,COC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C(C)(C)C)C2(C)C,7.54,1
CHEMBL6143406,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](/C=C/C(N)=O)C[C@@H]1CCNC1=O)C2(C)C,7.63,1
CHEMBL6102452,CN(C)CCOc1c(Cl)cc([C@H](NC(=O)C(F)(F)F)C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)C3(C)C)cc1Cl,6.2,1
CHEMBL6165413,CN(C)CCOc1c(Cl)cc([C@H](NC(=O)C(F)F)C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)C3(C)C)cc1Cl,6.42,1
CHEMBL6149282,CC(C)C(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)c1cc(Cl)c(OCCN(C)C)c(Cl)c1,6.69,1
CHEMBL6148562,CN(C)CCOc1c(Cl)cc(C(NC(=O)C(C)(C)F)C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)C3(C)C)cc1Cl,6.6,1
CHEMBL5078359,Cc1ccc(N)cc1C(=O)NC(C)c1cccc2ccccc12,5.63,2
CHEMBL6150356,Cc1ccccc1C(=O)NC(C)c1cccc2ccccc12,4.63,1
CHEMBL6142197,COC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12,4.0,1
CHEMBL6144422,C[C@@H](NC(=O)c1ccccc1CCC(=O)NN)c1cccc2ccccc12,4.62,1
CHEMBL6143565,CC(=O)Nc1ccc(CCC(=O)NNC(=O)CCl)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,5.36,1
CHEMBL560179,Cc1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12,4.0,1
CHEMBL6148391,Cc1ccc(N)cc1C(=O)NC1(c2cccc3ccccc23)CC1,6.75,1
CHEMBL6133531,Cc1ccc(N2CCN(C)CC2)cc1C(=O)NC1(c2cccc3ccccc23)CC1,7.7,1
CHEMBL6159764,CC(=O)Nc1cccc(Nc2ccc(C)c(C(=O)NC3(c4cccc5ccccc45)CC3)c2)c1,6.3,1
CHEMBL6147967,Cc1ccc(N2CCN(C(=N)N)CC2)cc1C(=O)NC1(c2cccc3ccccc23)CC1,6.85,1
CHEMBL6147703,Cc1ccc(N2CC3CN(C)CC3C2)cc1C(=O)NC1(c2cccc3ccccc23)CC1,6.89,1
CHEMBL6120916,Cc1ccc(N2CCN(CCC(=O)O)CC2)cc1C(=O)NC1(c2cccc3ccccc23)CC1,6.96,1
CHEMBL6161455,Cc1ccc(N2CCNC(C)C2)cc1C(=O)NC1(c2cccc3ccccc23)CC1,7.16,1
CHEMBL6164496,Cc1ccc(N2CCN(CC(=O)O)CC2)cc1C(=O)NC1(c2cccc3ccccc23)CC1,7.4,1
CHEMBL6162855,Cc1ccc(N2CC3CNCC3C2)cc1C(=O)NC1(c2cccc3ccccc23)CC1,7.52,1
CHEMBL6133220,Cc1ccc(N2CCNCC2)cc1C(=O)NC1(c2cccc3ccccc23)CC1,7.52,1
CHEMBL6134554,Cc1ccc(N2C[C@H]3C[C@@H](C2)N3)cc1C(=O)NC1(c2cccc3ccccc23)CC1,7.7,1
CHEMBL6141708,CC(=O)Nc1ccc(C)c(C(=O)NC(C)c2cccc3ccccc23)c1,4.96,1
CHEMBL6103385,Cc1ccc(N)cc1CN[C@H](C)c1cccc2ccccc12,4.39,1
CHEMBL6146337,Cc1ccc(NCC2CCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.05,1
CHEMBL6151691,Cc1ccc(NC[C@H]2CCCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.05,1
CHEMBL6166647,Cc1ccc(NC[C@@H]2CCCN2C)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.05,1
CHEMBL6165563,Cc1ccc(NC[C@@H]2CCCCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.05,1
CHEMBL6163098,Cc1ccc(NC[C@@H]2CCCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.1,1
CHEMBL6142432,Cc1ccc(NC(=O)[C@H]2CCCCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.52,1
CHEMBL6163843,Cc1ccc(NC(=O)[C@@H]2CCCCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.89,1
CHEMBL6144965,Cc1ccc(NC[C@H]2CCCCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.85,1
CHEMBL6145498,Cc1ccc(NC(N)=O)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.42,1
CHEMBL6152046,Cc1ccc(NC(=O)C2(N)CC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.42,1
CHEMBL6102572,Cc1ccc(NC(=O)CN)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.48,1
CHEMBL6148330,Cc1ccc(NC(=O)[C@@H](CN)NC[C@@H]2CCCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.72,1
CHEMBL6163332,Cc1ccc(NC(=O)[C@@H](N)CCN)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.72,1
CHEMBL6146022,Cc1ccc(NC2CCN(S(C)(=O)=O)CC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.72,1
CHEMBL6142285,Cc1ccc(NC(=O)CCN)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.75,1
CHEMBL6168038,Cc1ccc(NCC(C)(C)N)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.75,1
CHEMBL6160206,Cc1ccc(NC(=O)C2CCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.75,1
CHEMBL6163236,Cc1ccc(NC2CCN(C[C@H]3CCCN3)CC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.75,1
CHEMBL6151750,Cc1ccc(NC(=O)[C@@]2(C)CCCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.75,1
CHEMBL6134539,Cc1ccc(NC(=O)CN2CCCCC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.75,1
CHEMBL6143352,Cc1ccc(NC(=O)C2CN(C)CCN2C)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.77,1
CHEMBL6160921,Cc1ccc(NC(=O)C2CN(C)CCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.77,1
CHEMBL6133995,Cc1ccc(Nc2ccncc2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.77,1
CHEMBL6120927,Cc1ccc(NC(=O)[C@@H](N)CCCCN)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.77,1
CHEMBL6142600,Cc1ccc(NC(=O)[C@@H](N)CN)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.8,1
CHEMBL6163929,Cc1ccc(NC(=O)N2CCN(C)CC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.8,1
CHEMBL6142245,Cc1ccc(NC(=O)C2CN(C)C2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.81,1
CHEMBL6149231,CNCCCNc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,5.82,1
CHEMBL6152863,Cc1ccc(NCC2CCNC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.82,1
CHEMBL6149975,Cc1ccc(NC(=O)N2CCCN(C)CC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.82,1
CHEMBL6120334,Cc1ccc(NC[C@H]2CCCCN2C)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.82,1
CHEMBL6114931,Cc1ccc(NC[C@H]2CCCN2C)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.82,1
CHEMBL6120731,Cc1ccc(NC(=O)C2CNCCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.82,1
CHEMBL6142817,Cc1ccc(NCC2CN(C)CCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.82,1
CHEMBL6152786,Cc1ccc(NC(=O)[C@H]2CCCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.85,1
CHEMBL6145963,Cc1ccc(NC(=O)C2CN(C(C)C)CCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.85,1
CHEMBL6151526,Cc1ccc(NC[C@@H]2CCCCN2C)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.85,1
CHEMBL6170973,Cc1ccc(NC(=O)CNCC2CC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.89,1
CHEMBL6148061,Cc1ccc(NC[C@]2(C)CCCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.92,1
CHEMBL6143597,Cc1ccc(NC(=O)NCCN)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.96,1
CHEMBL6134367,Cc1ccc(NC[C@@]2(C)CCCN2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.96,1
