id,smiles,pIC50,n,source
CHEMBL5575722,COc1ccc2nc3c4c(c2c1)CC[C@]1(C[C@H]2C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C/CCCCC[C@H](NC(=O)O[C@@H]5CCC[C@H]5CCCCC3)C(=O)N2C1)O4,11.0,1,ChEMBL
CHEMBL5093164,C=CS(=O)(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(Cl)c1)c1cccnc1,9.77,1,ChEMBL
CHEMBL5283942,C[C@H](NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,9.7,1,ChEMBL
CHEMBL5409350,CO[C@H]1C[C@@H](C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)N(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C1,9.62,1,ChEMBL
CHEMBL5192350,O=C(NCc1ccco1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,9.46,1,ChEMBL
CHEMBL5204987,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,9.4,1,ChEMBL
CHEMBL5563979,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)NC(C=O)C[C@@H]1CCNC1=O,9.4,1,ChEMBL
CHEMBL5188908,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,9.36,1,ChEMBL
CHEMBL5188502,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cncc3ccccc23)CCN1c1ccc(Cl)c(Cl)c1,9.36,1,ChEMBL
CHEMBL5401358,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@@H](C)C[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,9.33,1,ChEMBL
CHEMBL5188982,O=C(NCc1ccco1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,9.32,1,ChEMBL
CHEMBL5181886,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,9.23,1,ChEMBL
CHEMBL5172248,O=C(NCc1cccs1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,9.21,1,ChEMBL
CHEMBL5405842,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,9.15,1,ChEMBL
CHEMBL5201620,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,9.1,1,ChEMBL
CHEMBL1779107,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(C)C)n3)nc3cc(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)P(=O)(O)O,9.05,1,ChEMBL
CHEMBL5191092,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C(F)(F)F)cccc3C(F)(F)F)cc12,9.0,1,ChEMBL
CHEMBL6151243,Cn1cc(-c2cc([C@@H](N)NC(=O)c3ccccc3CCC(=O)NNC(=O)[C@H]3O[C@@H]3C(=O)O)c3ccccc3n2)cn1,9.0,1,ChEMBL
CHEMBL5401656,COc1ccc(S(=O)(=O)N(C)C[C@H]2O[C@@H](n3cc(C#Cc4ccccc4)c4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1C#N,8.92,1,ChEMBL
CHEMBL5567825,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)NC(C=O)CC1CCCO1,8.9,1,ChEMBL
CHEMBL5413359,COc1ccc(S(=O)(=O)N(C)C[C@H]2O[C@@H](n3cc(C#Cc4cnc5ccccc5c4)c4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],8.89,1,ChEMBL
CHEMBL5563746,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)N[C@H](/C=C1\CCOC1=O)C[C@@H]1CCNC1=O,8.8,1,ChEMBL
CHEMBL1879790,CN1CCN(c2ccccc2N)CC1,8.74,1,ChEMBL
CHEMBL5169690,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)[C@H](F)Cl,8.7,1,ChEMBL
CHEMBL5208244,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1)C(=O)CCl,8.7,1,ChEMBL
CHEMBL6141915,Cc1cc(C(=O)NCc2ncsc2C)ccc1C(=O)N[C@H](C)c1cc(-c2cnn(C)c2)nc2ccccc12,8.7,1,ChEMBL
CHEMBL6167274,COC(=O)[C@H]1O[C@@H]1C(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](N)c1cc(-c2cnn(C)c2)nc2ccccc12,8.7,1,ChEMBL
CHEMBL6147665,CCOC(=O)[C@@H]1O[C@H]1C(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](N)c1cc(-c2cnn(C)c2)nc2ccccc12,8.7,1,ChEMBL
CHEMBL6163519,CCOC(=O)[C@H]1O[C@@H]1C(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](N)c1cc(-c2cnn(C)c2)nc2ccccc12,8.7,1,ChEMBL
CHEMBL5427101,Cc1ccc(S(=O)(=O)N(C)C[C@H]2O[C@@H](n3cc(C#Cc4cnc5ccccc5c4)c4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],8.68,1,ChEMBL
CHEMBL5400638,Cc1ccc(S(=O)(=O)N(C)C[C@H]2O[C@@H](n3cc(C#Cc4cnc5ccccc5c4)c4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1Cl,8.68,1,ChEMBL
CHEMBL5402990,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@H](OC(C)(C)C)C[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.6,1,ChEMBL
CHEMBL5393994,COc1ccc(S(=O)(=O)N(C)C[C@H]2O[C@@H](n3cc(C#Cc4ccccc4)c4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],8.55,1,ChEMBL
CHEMBL5180494,O=C(NCc1ccco1)[C@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,8.53,1,ChEMBL
CHEMBL5205478,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)CCl,8.52,1,ChEMBL
CHEMBL5412571,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)C(F)Cl,8.52,1,ChEMBL
CHEMBL1230912,CC(C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(=O)N[C@H](C=O)CCCNC(=N)N,8.52,1,ChEMBL
CHEMBL5559068,CN1C(=O)[C@H](Cc2ccccc2)N(C(=O)CNC(=O)c2cccs2)CCCOc2c(Cl)cccc2CN1C#N,8.52,1,ChEMBL
CHEMBL5593349,Cc1cc(C(=O)NCc2cscn2)ccc1C(=O)N[C@H](C)c1cc(-c2cnn(C)c2)cc(-c2ccns2)c1,8.52,1,ChEMBL
CHEMBL5595056,Cc1cc(CNCc2cscn2)ccc1C(=O)N[C@H](C)c1cc(-c2cnn(C)c2)cc(-c2ccns2)c1,8.52,1,ChEMBL
CHEMBL5594231,Cc1ccc(N2CCN(C)CC2)cc1C(=O)N[C@H](C)c1cc(-c2cnn(C)c2)cc(-c2cc(Cl)cnc2N)c1,8.52,1,ChEMBL
CHEMBL6133134,Nc1ncnc2c1c(C#Cc1cnc3ccccc3c1)cn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,8.52,1,ChEMBL
CHEMBL6149328,Nc1ncnc2c1c(C#Cc1cnc3ccccc3c1)cn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O,8.52,1,ChEMBL
CHEMBL6145392,Cc1cc(C(=O)NCc2cscn2)ccc1C(=O)N[C@H](C)c1cc(-c2cnn(C)c2)nc2ccccc12,8.52,1,ChEMBL
CHEMBL5562367,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1F,8.5,1,ChEMBL
CHEMBL5423458,CN(C[C@H]1O[C@@H](n2cc(C#Cc3cnc4ccccc4c3)c3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(Br)c([N+](=O)[O-])c1,8.46,1,ChEMBL
CHEMBL5179778,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@H](F)Cl,8.42,1,ChEMBL
CHEMBL5197155,Cn1cc2cc(Nc3nc(=O)n(Cc4cc5ccsc5[nH]c4=O)c(=O)n3Cc3cc(F)c(F)c(F)c3)c(Cl)cc2n1,8.4,1,ChEMBL
CHEMBL5182106,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)CCl,8.4,1,ChEMBL
CHEMBL5186059,Cc1cc(C(=O)N[C@@H](CC2CCCCC2)C(=O)NN(CCC(N)=O)C(=O)CCl)no1,8.4,1,ChEMBL
CHEMBL5190876,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3cccnc3)cc12,8.4,1,ChEMBL
CHEMBL5549898,CN(C(=O)[C@H](Cc1cccc(F)c1)NC(=O)[C@@H](NC(=O)c1cccs1)C(C)(C)C)N(C#N)Cc1cccc(Cl)c1F,8.4,1,ChEMBL
CHEMBL5593684,Cc1ccc(NC(=O)[C@H]2CCCCN2)cc1C(=O)N[C@H](C)c1cc(-c2cnn(C)c2)cc(-c2cccs2)c1,8.4,1,ChEMBL
CHEMBL5590316,Cc1ccc(N2CCN(C)CC2)cc1C(=O)N[C@H](C)c1cc(-c2cnn(C)c2)cc(-c2cccs2)c1,8.4,1,ChEMBL
CHEMBL5595285,Cc1ccc(N2CCNCC2)cc1C(=O)N[C@H](C)c1cc(-c2cnn(C)c2)cc(-c2cc(Cl)cnc2N)c1,8.4,1,ChEMBL
CHEMBL5619680,CC(C)c1cc(=O)oc2ccc(OC(=O)c3ccc(NC(=N)N)cc3)cc12,8.36,1,ChEMBL
CHEMBL5590694,Cc1ccc(N2CCN(C)CC2)cc1C(=O)NC1(c2cc(-c3cnn(C)c3)nc3ccccc23)CC1,8.35,1,ChEMBL
CHEMBL6082927,COC(=O)N[C@@H]1C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C#N)C[C@@H]2C[C@@H](CCCCC1(C)C)NC2=O)C3(C)C,8.34,1,ChEMBL
CHEMBL5179611,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)[C@H](F)Cl,8.32,1,ChEMBL
CHEMBL5205477,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.32,1,ChEMBL
CHEMBL5188818,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(Cl)c(F)cc3F)c2=O)n1,8.3,1,ChEMBL
CHEMBL5206128,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(Cl)c(F)c(Cl)c3)c2=O)n1,8.3,1,ChEMBL
CHEMBL5173143,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CC1CCCNC1=O)C(=O)CCl,8.3,1,ChEMBL
CHEMBL5395225,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.3,1,ChEMBL
CHEMBL5418521,CNC(=O)C(=O)[C@H](CCC(C)(F)F)NC(=O)C1C2CC(C)(C)C2CN1C(=O)[C@@H](NC(=O)OC)C(C)(C)C,8.3,1,ChEMBL
CHEMBL5564253,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC(C)C,8.3,1,ChEMBL
CHEMBL6103524,CNC(=O)[C@H]1CCCCCNc2cncc(c2)C(=O)N2CC3(CC3)C[C@@H]2CC(=O)N(C)[C@H](Cc2ccc(Cl)cc2Cl)C(=O)N1,8.3,1,ChEMBL
CHEMBL6149005,COC[C@H]1C/C=C/CCNc2cncc(c2)C(=O)N2CC3(CC3)C[C@@H]2CC(=O)N[C@H](Cc2ccc(Cl)cc2)C(=O)N1,8.3,1,ChEMBL
CHEMBL6145932,COC[C@H]1CCCCCNc2cncc(c2)C(=O)N2CC3(CC3)C[C@@H]2CC(=O)N[C@H](Cc2ccc(Cl)cc2)C(=O)N1,8.3,1,ChEMBL
CHEMBL222735,COc1cccc(C(=O)Oc2cncc(Cl)c2)c1,8.29,1,ChEMBL
CHEMBL5189578,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccco1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.28,1,ChEMBL
CHEMBL5427494,CC(OC(C)(C)C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.28,1,ChEMBL
CHEMBL5177083,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)c1,8.22,1,ChEMBL
CHEMBL5431872,Cn1cc(COc2cc(Cl)cc(-n3cc(-c4ccc[nH]c4=O)c(=O)n(-c4cccnc4)c3=O)c2)c(C(F)(F)F)n1,8.22,1,ChEMBL
CHEMBL5397099,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@H](F)Cl,8.22,1,ChEMBL
CHEMBL5421881,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NN(C[C@@H]1CCNC1=O)C(=O)CCl)C2(C)C,8.22,1,ChEMBL
CHEMBL5430055,CC[C@H](C)[C@H](NC(=O)C(F)(F)C(F)(F)F)C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@H](F)Cl,8.22,1,ChEMBL
CHEMBL5393937,CCC(C)(C)[C@H](NC(=O)C1(F)CC1)C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@H](F)Cl,8.22,1,ChEMBL
CHEMBL1779118,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(P(=O)(O)Cc6ccccc6)C[C@H]5CCCCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1,8.22,1,ChEMBL
CHEMBL6146345,CN1C(=O)C[C@H]2CC3(CC3)CN2C(=O)c2cncc(c2)NCCCCCCNC(=O)[C@H]1Cc1ccc(Cl)cc1Cl,8.22,1,ChEMBL
CHEMBL5438782,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.21,1,ChEMBL
CHEMBL5620212,N#C[C@@]1(c2ccc3c(NC(=O)c4ccc(NC(=N)N)cc4)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,8.21,1,ChEMBL
CHEMBL5566880,CSCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1,8.2,1,ChEMBL
CHEMBL5191464,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(Cl)cccc3Cl)cc12,8.19,1,ChEMBL
CHEMBL5440103,CNC(=O)C(=O)[C@H](CCC(C)(F)F)NC(=O)[C@@H]1CC2(CCN1C(=O)[C@@H](NC(=O)OC)C(C)(C)C)CC2,8.19,1,ChEMBL
CHEMBL6102641,CC1(C)COC(=O)[C@@H]2C[C@@H](C[C@@H](C#N)NC(=O)[C@@H]3[C@@H]4[C@H](CN3C(=O)[C@H]1NC(=O)OCc1ccccc1)C4(C)C)C(=O)N2,8.19,1,ChEMBL
CHEMBL5179702,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)CCl,8.15,1,ChEMBL
CHEMBL5431221,CCC(CC)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@H](F)Cl)C2(C)C,8.15,1,ChEMBL
CHEMBL5421070,CC[C@H](C)[C@H](NC(=O)[C@@H](F)Cl)C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)NN(C[C@@H]1CCCNC1=O)C(=O)[C@@H](F)Cl,8.15,1,ChEMBL
CHEMBL5433055,CNC(=O)C(=O)[C@H](CCC(C)(F)F)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@H](CC(F)(F)F)NC(=O)OC,8.15,1,ChEMBL
CHEMBL6147211,CN1C(=O)C[C@H]2CC3(CC3)CN2C(=O)c2cncc(c2)NCCC/C=C/CNC(=O)[C@H]1Cc1ccc(Cl)cc1Cl,8.15,1,ChEMBL
CHEMBL6143266,CNC(=O)[C@H]1C/C=C/CCNc2cncc(c2)C(=O)N2CC3(CC3)C[C@@H]2CC(=O)N(C)[C@H](Cc2ccc(Cl)cc2Cl)C(=O)N1,8.15,1,ChEMBL
CHEMBL6133299,CNC(=O)[C@@H]1C/C=C/CCNc2cncc(c2)C(=O)N2CC3(CC3)C[C@@H]2CC(=O)N(C)[C@H](Cc2ccc(Cl)cc2Cl)C(=O)N1,8.15,1,ChEMBL
CHEMBL6120683,CNC(=O)[C@@H]1CCCCCNc2cncc(c2)C(=O)N2CC3(CC3)C[C@@H]2CC(=O)N(C)[C@H](Cc2ccc(Cl)cc2Cl)C(=O)N1,8.15,1,ChEMBL
CHEMBL5397947,COC(=O)N[C@H](C(=O)N1CCC2(CC2)C[C@H]1C(=O)N[C@@H](CCC(C)(F)F)C(=O)C(N)=O)C(C)(C)C,8.13,1,ChEMBL
CHEMBL5424206,COC(=O)N[C@H](C(=O)N1CCC2(CCCC2)CC1C(=O)N[C@@H](CCC(C)(F)F)C(=O)C(=O)NC1CC1)C(C)(C)C,8.13,1,ChEMBL
CHEMBL5267069,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)CCc1cc(F)cc(F)c1,8.12,1,ChEMBL
CHEMBL5275426,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)CCc1cccc(F)c1,8.12,1,ChEMBL
CHEMBL497141,O=C(On1nnc2ccccc21)c1ccc2[nH]ccc2c1,8.12,1,ChEMBL
CHEMBL5401144,COC(=O)N[C@H](C(=O)N1CCC2(CC2)C[C@H]1C(=O)N[C@@H](CCC(C)(F)F)C(=O)C(=O)NC1CC1)C(C)(C)C,8.11,1,ChEMBL
CHEMBL4777223,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO)cc12,8.1,1,ChEMBL
CHEMBL5208946,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1.O=C(O)C(F)(F)F,8.1,1,ChEMBL
CHEMBL5184792,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)CCl,8.1,1,ChEMBL
CHEMBL5182995,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO)C2(C)C,8.1,1,ChEMBL
CHEMBL5438511,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc3c(F)cccc3s1)C2(C)C,8.1,1,ChEMBL
CHEMBL5564711,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)CC[S+](C)[O-],8.1,1,ChEMBL
CHEMBL5633810,[2H][C@](C(=O)N[C@@H](C)c1ccc(F)cc1)(c1ccccc1)N(C(=O)C(C)=O)c1ccc2c(c1)oc1ccccc12,8.1,1,ChEMBL
CHEMBL6149548,O=C1C[C@H]2CC3(CC3)CN2C(=O)c2cncc(c2)/C=C/CCCCCNC(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N1,8.1,1,ChEMBL
CHEMBL5173274,[2H][C@](C(=O)N[C@@H](C)c1ccc(F)cc1)(c1cccnc1)N(C(=O)C(C)=O)c1ccc2c(c1)oc1ccccc12,8.09,1,ChEMBL
CHEMBL5208464,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1,8.08,1,ChEMBL
CHEMBL5195764,Cc1cncc(-n2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(C#N)c(F)cc3C)c2=O)c1,8.08,1,ChEMBL
CHEMBL5171771,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.07,1,ChEMBL
CHEMBL6102114,COC(=O)N[C@@H]1C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C#N)C[C@@H]2C[C@H](NC2=O)C(=O)OCC1(C)C)C3(C)C,8.07,1,ChEMBL
CHEMBL5594778,CNC(=O)C(=O)[C@H](CCC(C)(F)F)NC(=O)[C@@H]1CC2(CCCCC2)CN1C(=O)[C@@H](NC(=O)OC)C(C)(C)C,8.06,1,ChEMBL
CHEMBL5594588,CNC(=O)C(=O)[C@H](CCC(C)(F)F)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)OC)C(C)(C)C,8.06,1,ChEMBL
CHEMBL6133070,CC1(C)CNC(=O)[C@@H]2C[C@@H](C[C@@H](C#N)NC(=O)[C@@H]3[C@@H]4[C@H](CN3C(=O)[C@H]1NC(=O)OCc1ccccc1)C4(C)C)C(=O)N2,8.06,1,ChEMBL
CHEMBL5201925,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(CC(F)F)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,8.05,1,ChEMBL
CHEMBL5196584,Cc1cncc(-n2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)c1,8.05,1,ChEMBL
CHEMBL5428134,O=c1[nH]cccc1-c1cn(-c2cc(Cl)cc(OCc3ccccc3Cl)c2)c(=O)n(-c2cccnc2)c1=O,8.05,1,ChEMBL
CHEMBL5562042,CN(C(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)[C@@H](NC(=O)c1cccs1)C(C)(C)C)N(C#N)Cc1cccc(Cl)c1F,8.05,1,ChEMBL
CHEMBL5558707,CN(C(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)c1cccs1)C(C)(C)C)N(C#N)Cc1cccc(Cl)c1F,8.05,1,ChEMBL
CHEMBL6078580,COC(=O)N[C@@H]1C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C#N)C[C@@H]2C[C@H](NC2=O)C(=O)OCCC1(C)C)C3(C)C,8.05,1,ChEMBL
CHEMBL3233843,COc1ccc2nccc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)c2c1,8.05,1,ChEMBL
CHEMBL472915,COc1ccc(/C=C/C(=O)N2C[C@@H](NC(=O)c3cccnc3)C[C@H]2C(=O)NO)cc1OC,8.05,1,ChEMBL
CHEMBL6134382,O=C1C[C@H]2CCCN2C(=O)c2cncc(c2)/C=C/CCCCCNC(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N1,8.05,1,ChEMBL
CHEMBL6146900,CO[C@@H]1C[C@@H]2CC(=O)N(C)[C@H](Cc3ccc(Cl)cc3Cl)C(=O)NCCCCC/C=C/c3cncc(c3)C(=O)N2C1,8.05,1,ChEMBL
CHEMBL6133637,CN1C(=O)C[C@H]2CC3(CC3)CN2C(=O)c2cncc(c2)/C=C/CCCCCNC(=O)[C@H]1Cc1ccc(Cl)cc1Cl,8.05,1,ChEMBL
CHEMBL4802135,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,8.05,2,ChEMBL+Moonshot
CHEMBL5275166,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)COc1ccc(Cl)cc1,8.04,1,ChEMBL
CHEMBL5170425,COc1cc(Cl)cc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,8.04,1,ChEMBL
CHEMBL5196043,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,8.03,1,ChEMBL
CHEMBL5198073,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)NN(C[C@@H]3CCNC3=O)C(=O)[C@H](F)Cl)cc12,8.02,1,ChEMBL
CHEMBL5412104,Cc1ccc(S(=O)(=O)N(C)C[C@H]2O[C@@H](n3cc(C#Cc4ccccc4)c4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],8.02,1,ChEMBL
CHEMBL5561361,O=C(N[C@H]1CCCC[C@H]1Nc1c(C(=O)N2CCOCC2)cc(C2CC2)cc1[N+](=O)[O-])c1cc(=O)[nH]c2ccccc12,8.02,1,ChEMBL
CHEMBL3963349,COC(=O)CC[C@H](NC(=O)[C@H](CC(=O)OC)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)OC)C(=O)CF)C(C)C,8.0,1,ChEMBL
CHEMBL5207127,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)n1,8.0,1,ChEMBL
