id,smiles,pIC50,n,source
DAN-MCD-c163c0bb-1,O=C(Nc1ccc(F)cc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,6.23,1,Moonshot
MIC-UNK-50cce87d-2,O=C(Cc1cccc(Cl)c1)Nc1cncc2cccc(Cl)c12,6.23,2,Moonshot
EDG-MED-10fcb19e-3,CNS(=O)(=O)c1ccc2cncc(NC(=O)C3(OC)CCOc4ccc(Cl)cc43)c2c1,6.23,1,Moonshot
CHEMBL284861,Cn1sc(=O)n(Cc2ccccc2)c1=O,6.22,1,ChEMBL
CHEMBL5196801,CC1(C)[C@H](C(=O)OCc2ccc([N+](=O)[O-])cc2)N2C(=O)C(Br)(Br)[C@H]2S1(=O)=O,6.22,1,ChEMBL
CHEMBL5290841,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)Cn1[nH]c(=O)c2c([N+](=O)[O-])cccc2c1=O)[C@@H](C)OCc1ccccc1)C(C)C,6.22,1,ChEMBL
CHEMBL373658,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)Cn1[nH]c(=O)c2c([N+](=O)[O-])cccc2c1=O)C(C)OCc1ccccc1)C(C)C,6.22,1,ChEMBL
CHEMBL5433693,CC1(C)[C@H](C(=O)OCc2ccc([N+](=O)[O-])cc2)C2C(=O)C(Br)(Br)[C@H]2S1(=O)=O,6.22,1,ChEMBL
CHEMBL5556742,CC(c1nc(-c2ccc(-c3ccc(C#N)s3)cc2)no1)c1cccc2ccccc12,6.22,1,ChEMBL
CHEMBL5573357,C[C@H](c1cccc2ccccc12)N(C)Cc1c[nH]c2cc(F)ccc12,6.22,1,ChEMBL
CHEMBL932,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,6.22,1,ChEMBL
CHEMBL5591278,Cc1ccc(N)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CC[C@@H](O)C3)s2)c1,6.22,1,ChEMBL
CHEMBL5592606,CC(=O)OC(C)OC(=O)N1CC(Nc2ccc(C)c(C(=O)N[C@H](C)c3cccc(-c4ccc(CNC(=O)C5CCCC5)s4)c3)c2)C1,6.22,1,ChEMBL
CHEMBL5641805,O=S(=O)(Cc1cccnc1)c1nnc(-c2ccc(Cl)cc2)o1,6.22,1,ChEMBL
CHEMBL4793508,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CN(CCO[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(N)ncnc32)S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)[C@@H](O)[C@H]1O,6.22,1,ChEMBL
CHEMBL6162033,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2ccc(S(N)(=O)=O)cc2)CC1,6.22,1,ChEMBL
CHEMBL6132654,CCC(C(=O)Nc1cc(NC2CCOCC2)ccc1C)n1cccc2nc(SCc3ccc(F)cc3)nc1-2,6.22,1,ChEMBL
MAT-POS-e6dd326d-13,CN(C)C(=O)CNCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,6.22,1,Moonshot
JAG-UCB-a3ef7265-20,O=C(Nc1nncn1C1CC1)C1CCOc2ccc(Cl)cc21,6.22,1,Moonshot
MAT-POS-c74bc7b3-1,C[C@@]1(C(=O)Nc2cncc3ccccc23)CCNc2cc(Cl)c(Cl)cc21,6.22,1,Moonshot
EDJ-MED-9e38fd34-1,CC1(C(=O)Nc2cncc3ccccc23)C(=O)Nc2ccc(Cl)cc21,6.22,1,Moonshot
ALP-POS-ced8ea4d-12,CC(C)Oc1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,6.22,1,Moonshot
ALP-POS-ecbed2ba-16,CN(CCC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,6.21,1,Moonshot
EDG-MED-b8f93667-6,CC1(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)CN(CC2CC2)S(=O)(=O)c2ccc(Cl)cc21,6.21,1,Moonshot
EDG-MED-ba1ac7b9-10,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cc[nH]n1,6.21,1,Moonshot
CHEMBL5199419,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CCOC3)s2)c1,6.21,1,ChEMBL
CHEMBL5174607,C[C@H](c1cccc2ccccc12)N(C)Cc1cccc2[nH]ccc12,6.21,1,ChEMBL
CHEMBL5203173,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCC1CC1)C2(C)C)C(C)(C)C,6.21,1,ChEMBL
CHEMBL5184334,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1,6.21,1,ChEMBL
CHEMBL15192,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,6.21,1,ChEMBL
CHEMBL5441620,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)OCCO2,6.21,1,ChEMBL
CHEMBL5483082,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)[S+]([O-])CCO2,6.21,1,ChEMBL
CHEMBL5594403,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CC[C@@H](C(=O)OC[C@H]4O[C@@H](n5ccc(NO)nc5=O)[C@H](O)[C@@H]4O)C3)s2)c1,6.21,1,ChEMBL
CHEMBL5093994,COc1ccc(Cn2[se]c3ccccc3c2=O)c(OC)c1,6.21,1,ChEMBL
CHEMBL5639629,C[S+]([O-])c1nnc(-c2ccc(Cl)cc2)o1,6.21,1,ChEMBL
CHEMBL6142616,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC1=O,6.21,1,ChEMBL
EDG-MED-ba1ac7b9-21,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC1Cn1ccnc1,6.21,1,Moonshot
DAN-MCD-9b81d1fa-1,O=C(NCc1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,6.21,1,Moonshot
EDJ-MED-611d11e7-12,O=C(Nc1cncc2ccncc12)[C@@H]1CCOc2cc(F)c(Cl)cc21,6.21,2,Moonshot
CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,6.2,1,ChEMBL
CHEMBL2391913,C=CCn1sc2ccccc2c1=O,6.2,1,ChEMBL
CHEMBL5562719,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1cccc(F)c1,6.2,1,ChEMBL
CHEMBL5532275,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)NC(C=O)CCF,6.2,1,ChEMBL
CHEMBL5572033,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc2cn[nH]c2c1,6.2,1,ChEMBL
CHEMBL5574064,Cc1ccc(OCCN)cc1C(=O)N[C@H](C)c1cccc(-c2ccoc2)c1,6.2,1,ChEMBL
CHEMBL5592905,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCCCn2cc(COc3ccc(COC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]4CCNC4=O)cc3)nn2)C(C)(C)C)cc1,6.2,1,ChEMBL
CHEMBL6147816,O=C(/C=C/c1c(Cl)c(O)c(O)c(O)c1Cl)c1ccc(Cl)cc1,6.2,1,ChEMBL
CHEMBL6102452,CN(C)CCOc1c(Cl)cc([C@H](NC(=O)C(F)(F)F)C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)C3(C)C)cc1Cl,6.2,1,ChEMBL
MAT-POS-c88128cb-5,CC1(C(=O)Nc2cncc3ccccc23)CN(CC2CC2)S(=O)(=O)c2ccc(Cl)cc21,6.2,2,Moonshot
DAN-MCD-9cdc9f7f-1,O=C(NC(c1ccccc1)c1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,6.2,1,Moonshot
BEN-DND-93268d01-8,CC(=O)N1CCN(CC(=O)Nc2cnccc2C)CC1,6.2,2,Moonshot
CHEMBL5442086,CCn1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cn1,6.2,1,ChEMBL
ALP-POS-e6e0c683-3,CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3c2CCCC3)C1,6.19,1,Moonshot
CHEMBL5185454,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN3CC[C@@H](O)C3)s2)c1,6.19,1,ChEMBL
CHEMBL5175433,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC3CCNC3=O)s2)c1,6.19,1,ChEMBL
CHEMBL5193629,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.19,1,ChEMBL
CHEMBL5179883,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccnc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.19,1,ChEMBL
CHEMBL5180071,CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)C(C)C)C2)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(=O)C(O)S(=O)(=O)[O-].[Na+],6.19,1,ChEMBL
CHEMBL5289335,CC(C)C[C@H](NC(=O)OC1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,6.19,1,ChEMBL
CHEMBL4783878,O=c1c2ccccc2[se]n1CCO,6.19,1,ChEMBL
CHEMBL5441513,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3cn(C)nc3O)cc12)c1ccc2c(c1)OCCO2,6.19,1,ChEMBL
CHEMBL5562223,CC(C)C[C@H](NC(=O)OCC1CC(=O)N(Cc2ccccc2)C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],6.19,1,ChEMBL
CHEMBL5583811,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2cc(C)c(CNC3CCCC3)s2)c1,6.19,1,ChEMBL
CHEMBL5071765,O=c1c2ccccc2[se]n1-c1cc(Cl)cc(Cl)c1,6.19,1,ChEMBL
LON-WEI-4d77710c-73,Cc1cc(C)c(C#N)c(Sc2ncnc3c2nnn3Cc2ccccc2)n1,6.19,2,Moonshot
MAT-POS-fc9ede84-1,CN(C)C(=O)COCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,6.19,1,Moonshot
ALP-POS-d0876c20-1,Cc1ccncc1C(C(=O)NCCc1cccc(F)c1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,6.19,1,Moonshot
CHEMBL5442032,Cc1ncc(CNC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)o1,6.18,1,ChEMBL
CHEMBL5207076,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc2[nH]ncc2c1,6.18,1,ChEMBL
CHEMBL5186431,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.18,1,ChEMBL
CHEMBL297304,O=c1[nH]sc2ccccc12,6.18,1,ChEMBL
CHEMBL5441528,C[C@@H](C(=O)O)[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,6.18,1,ChEMBL
CHEMBL5613705,COc1cc(C(=O)n2c(SC)nc3ccccc32)ccc1C,6.18,1,ChEMBL
CHEMBL6189443,O=C(N/N=C/c1ccc(F)nc1)c1ccc(CSc2cccc3cccnc23)cc1,6.18,1,ChEMBL
ALP-POS-477dc5b7-4,O=C1N(c2cncc3ccccc23)CCC12CCOc1ccc(Cl)cc12,6.18,2,Moonshot
ALP-POS-c3a96089-4,CC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cn1,6.17,2,Moonshot
CHEMBL3545157,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,6.17,1,ChEMBL
CHEMBL388676,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,6.17,1,ChEMBL
CHEMBL51085,O=c1c2ccccc2[se]n1-c1ccccc1,6.17,1,ChEMBL
CHEMBL5208812,CC(C)(C)OC(=O)Nc1cccn([C@H](CC2CC2)C(=O)N[C@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,6.17,1,ChEMBL
CHEMBL5173559,C[C@H](NC(=O)[C@@H](c1cccnc1)N(C(=O)C(Cl)Cl)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.17,1,ChEMBL
CHEMBL5182315,C[C@H](c1cccc2ccccc12)N(C)Cc1c[nH]c2ccccc12,6.17,1,ChEMBL
CHEMBL5173886,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc(O)cc1,6.17,1,ChEMBL
CHEMBL5075209,CC(C)(C)OC(=O)Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,6.17,1,ChEMBL
CHEMBL5196018,CC(C)(C)OC(=O)Nc1cccn(C(=O)N[C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,6.17,1,ChEMBL
CHEMBL5201613,C[C@H](NC(=O)C(c1cnccn1)N(C(=O)c1c[nH]cn1)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.17,1,ChEMBL
CHEMBL5198062,CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(S(C)(=O)=O)C2)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O,6.17,1,ChEMBL
CHEMBL5286417,CC(C)(C)OC(=O)Nc1ccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c(=O)c1,6.17,1,ChEMBL
CHEMBL5268979,Cc1ccccc1C(=O)N(C)c1ccccc1,6.17,1,ChEMBL
CHEMBL5441766,Cc1c(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cnn1C,6.17,1,ChEMBL
CHEMBL5532218,COc1ccc(NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)N(C#N)Cc2ccc(Cl)cc2)c(Cl)c1,6.17,1,ChEMBL
CHEMBL5089153,O=c1c2ccccc2[se]n1-c1cccc(Cl)c1,6.17,1,ChEMBL
CHEMBL6147127,CN(C(=O)[C@@H](NC(=O)OC(C)(C)C)C1CC1)[C@H](CSCc1ccccc1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,6.17,1,ChEMBL
MAT-POS-8a69d52e-2,C[C@@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,6.17,2,Moonshot
LON-WEI-9739a092-10,COc1ncc(Br)cc1Nc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,6.17,1,Moonshot
EDJ-MED-12c4873b-8,O=C1CC(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CN1,6.17,2,Moonshot
EDJ-MED-cc48ee33-4,Cc1cnn(C)c1C(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,6.17,1,Moonshot
VLA-UNK-cf7facf1-1,O=C1N[C@@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,6.16,1,Moonshot
CHEMBL5183676,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN3CC[C@H](O)C3)s2)c1,6.16,1,ChEMBL
CHEMBL5180299,Cc1ccc(NC2CCN(C)CC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.16,1,ChEMBL
CHEMBL5191009,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)C(Br)(Br)[C@H]2S1(=O)=O,6.16,1,ChEMBL
CHEMBL5417410,CC1(C)[C@H](C(=O)OCc2ccccc2)C2C(=O)C(Br)(Br)[C@H]2S1(=O)=O,6.16,1,ChEMBL
CHEMBL5409249,CC(C)Cn1c(C(C)c2ccccc2)nc2cc(O)c(O)c(O)c2c1=O,6.16,1,ChEMBL
CHEMBL5441407,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)NC(=O)CO2,6.16,1,ChEMBL
CHEMBL5441874,Cc1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)n1C,6.16,1,ChEMBL
CHEMBL5568674,Cc1ccc(OCCN)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.16,1,ChEMBL
CHEMBL5568838,Cc1ccc(OCCN)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(O)cc2)c1,6.16,1,ChEMBL
CHEMBL5593969,CNC(=O)c1ccc([C@H]2CCCCN2Cc2cccc(C(=O)N(C)C)c2)n1C,6.16,1,ChEMBL
CHEMBL5591703,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC(=O)C3CCCO3)s2)c1,6.16,1,ChEMBL
CHEMBL5633225,Cc1cn(C(=O)NCCCNC(=O)c2cc3cc(F)ccc3n2CC(C)C)c(=O)[nH]c1=O,6.16,1,ChEMBL
CHEMBL5646558,O=S(=O)(Cc1ccccc1)c1nnc(-c2ccc(Cl)cc2)o1,6.16,1,ChEMBL
CHEMBL6144005,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2ccn(C)c(=O)c2)CC1,6.16,1,ChEMBL
CHEMBL6165721,CCn1ccc(-c2cc(-c3cnn(C)c3)cc([C@@H](C)NC(=O)c3ccccc3CCC(=O)NNC(=O)/C=C/C(=O)N(C)C)c2)n1,6.16,1,ChEMBL
MAT-POS-fa06b69f-6,O=C1OC(c2cccs2)=N/C1=C\c1ccc(N2CCOCC2)s1,6.16,1,Moonshot
ALP-POS-ecbed2ba-19,CN(CCO)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,6.16,1,Moonshot
JOH-UNI-0e1753c1-5,CC(C)C[C@H]1CN(C(=O)CCl)CCN1Cc1cccc(Cl)c1,6.15,1,Moonshot
PET-UNK-dd44aeb6-1,O=C(Cc1cc(Cl)ccc1F)Nc1cncc2ccccc12,6.15,2,Moonshot
CHEMBL727,Nc1nc2[nH]cnc2c(=S)[nH]1,6.15,1,ChEMBL
CHEMBL5441549,CNC(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)c12,6.15,1,ChEMBL
CHEMBL5542896,CCCC[C@H](NC(=O)[C@@H]1CC2(CCCCC2)CN1C(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(=O)C(=O)NC1CC1,6.15,1,ChEMBL
CHEMBL6143805,Cc1ncc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)s1,6.15,1,ChEMBL
DAN-MCD-68a9aade-1,O=C(Nc1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,6.14,2,Moonshot
EDJ-MED-12c4873b-6,O=C(Nc1cncc2ccccc12)C1CN(C2CCNC2=O)C(=O)c2ccc(Cl)cc21,6.14,2,Moonshot
EDJ-MED-c5ca5386-1,O=C(Cc1cccc(Cl)c1)Nc1cncc2cc(F)cc(Cl)c12,6.14,1,Moonshot
TAT-ENA-80bfd3e5-4,Cc1c(C(=O)CCl)c2ccccn2c1C(=O)c1ccc(F)cc1,6.14,2,Moonshot
LON-WEI-9739a092-6,O=C(Cc1cc(Cl)cc(N2CCN(C(=O)c3ccco3)CC2)c1)Nc1cncc2ccccc12,6.14,1,Moonshot
MIK-UNK-58cd43d0-1,O=C(Nc1cncc2c1CCCC2)[C@H]1CNS(=O)(=O)c2ccc(Cl)cc21,6.14,1,Moonshot
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,6.14,1,ChEMBL
CHEMBL5170923,CCCCCCNC(=O)C(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)C2(C)C,6.14,1,ChEMBL
CHEMBL5176204,CC(C)(C)CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,6.14,1,ChEMBL
CHEMBL5280783,CCCn1sc2ccccc2c1=O,6.14,1,ChEMBL
CHEMBL5441851,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cn[nH]c3)cc12)c1ccc2c(c1)OCCO2,6.14,1,ChEMBL
CHEMBL5561115,CC(C)C[C@H](NC(=O)OCC1CC(=O)N(Cc2ccccc2)C1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.14,1,ChEMBL
CHEMBL5564452,CC(C)C[C@H](NC(=O)OC[C@@H]1CCC(=O)N1CCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.14,1,ChEMBL
CHEMBL5568631,O=C(NCc1ccc(O)c(F)c1)N1CCC(CN2CCc3ccccc32)CC1,6.14,1,ChEMBL
CHEMBL5594341,O=C(CCl)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1ccccc1,6.14,1,ChEMBL
CHEMBL254103,O=C(Oc1cncc(Cl)c1)c1ccncc1,6.14,1,ChEMBL
BRU-THA-92256091-17,CC(C)Oc1ccc(N(C(=O)c2c[nH]cn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,6.14,1,Moonshot
ALP-POS-e980f4ea-12,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,6.14,1,Moonshot
ADA-UCB-6c2cb422-1,O=C(Cc1cccc(Cl)c1)Nc1cncc2ccccc12,6.14,1,Moonshot
PET-UNK-d899bab6-1,CN(C)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,6.14,2,Moonshot
RAL-THA-5e0a6f1a-1,CN(C)C(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,6.13,1,Moonshot
MAT-POS-8695a11f-3,O=C1N(c2cncc3ccccc23)CC[C@]1(O)c1cccc(Cl)c1,6.13,1,Moonshot
CHEMBL1200930,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C.[Na+],6.13,1,ChEMBL
CHEMBL5218884,[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O)C12CC3CC(CC(O)(C3)C1)C2,6.13,1,ChEMBL
CHEMBL5273500,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)c1cccnc1,6.13,1,ChEMBL
CHEMBL5441479,CC(C)[C@H](Nc1ncnc2[nH]cnc12)c1ccc2c(c1)S(=O)(=O)CCC2,6.13,1,ChEMBL
CHEMBL5558407,CCOc1cc(O)c2c(=O)c(O)c(-c3cc(O)c(O)c(O)c3)oc2c1,6.13,1,ChEMBL
CHEMBL5561259,CC(C)C[C@H](NC(=O)OC[C@@H]1CCC(=O)N1Cc1cccc(C(F)(F)F)c1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.13,1,ChEMBL
CHEMBL5595966,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCCCn2cc(COc3ccc(COC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C(O)S(=O)(=O)[O-])cc3)nn2)C(C)(C)C)cc1.[Na+],6.13,1,ChEMBL
MAT-POS-c7726e07-7,CS(=O)(=O)Nc1ccc2c(NC(=O)[C@H]3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1,6.13,1,Moonshot
EDJ-MED-93390d0c-2,CS(=O)(=O)c1ccc2c(NC(=O)C3CCS(=O)(=O)c4ccc(Cl)cc43)cncc2c1,6.13,1,Moonshot
CHEMBL5441435,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,6.12,1,ChEMBL
EDJ-MED-fa7708b3-3,Cc1n[nH]c(CN2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)n1,6.12,1,Moonshot
MAT-POS-8695a11f-2,O=C(Nc1cncc2ccc(CN3CCNCC3)cc12)C1CCOc2ccc(Cl)cc21,6.12,1,Moonshot
CHEMBL1382627,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+],6.12,1,ChEMBL
CHEMBL5171009,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC[C@H]3CCCO3)s2)c1,6.12,1,ChEMBL
CHEMBL5179631,CC(C)C[C@H](NC(=O)OC1CC2(CCN(C(=O)OC(C)(C)C)C2)C1)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(=O)C(O)S(=O)(=O)[O-].[Na+],6.12,1,ChEMBL
CHEMBL5188783,CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(S(C)(=O)=O)C2)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(=O)C(O)S(=O)(=O)[O-].[Na+],6.12,1,ChEMBL
CHEMBL5201279,CC(C)C[C@H](NC(=O)OCC1CN(C(=O)Cc2ccccc2)C1)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(=O)C(O)S(=O)(=O)[O-].[Na+],6.12,1,ChEMBL
CHEMBL5397764,CCN(C[C@]1(C)CN(C(=O)c2nn(C)c3c2CCc2ccccc2-3)CCC1=O)C(=O)c1nn(C)c2c1CCc1ccccc1-2,6.12,1,ChEMBL
CHEMBL5590148,Cc1ccc(OC2CCNCC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC3CCCC3)s2)c1,6.12,1,ChEMBL
CHEMBL252660,O=C(Oc1cncc(Cl)c1)c1cccnc1,6.12,1,ChEMBL
